feature_set,model_type,alpha,shrink,mae,spearman,mean_pred,mean_residual,delta_mae_vs_raw,delta_spearman_vs_raw,mean_abs_shift_oof,p90_abs_shift_oof
potent_two_knot,huber,0.1,0.75,0.39144100283840494,0.8486059300406373,4.3447921907517495,-0.023978530312893348,-0.005648024060217693,0.0035162017315533145,0.014550119665746899,0.011084722689911635
potent_two_knot,huber,0.01,0.75,0.3914410654314546,0.8486041244783346,4.344792237068366,-0.023978576629509276,-0.005647961467168006,0.0035143961692505332,0.014550278499752477,0.011083827006840031
potent_two_knot,huber,0.001,0.75,0.3914410716990749,0.8486042189293762,4.344792241705946,-0.02397858126708843,-0.0056479551995477495,0.0035144906202921877,0.014550294393381133,0.011083737333214612
potent_only,huber,10.0,1.0,0.39167421295854155,0.8491439620704243,4.348160177272137,-0.027346516833280737,-0.005414813940081087,0.004054233761340287,0.02023955548338618,0.014646403119225448
potent_only,huber,1.0,1.0,0.39167897296171356,0.8491474088147032,4.348161748118108,-0.027348087679250968,-0.005410053936909076,0.004057680505619166,0.020258860541385815,0.014628940304402158
potent_only,huber,0.1,1.0,0.39167944991329223,0.8491474110977634,4.348161905569436,-0.02734824513057866,-0.0054095769853304,0.004057682788679351,0.020260793874685167,0.014627190553128784
potent_only,huber,0.01,1.0,0.3916794976179586,0.8491474110977634,4.348161921317681,-0.02734826087882497,-0.005409529280664016,0.004057682788679351,0.020260987235817866,0.01462701554314875
potent_only,huber,0.001,1.0,0.39167950238851934,0.8491474110977634,4.348161922892516,-0.02734826245365942,-0.005409524510103292,0.004057682788679351,0.020261006572187504,0.014626998041802133
potent_two_knot,huber,10.0,1.0,0.39177247622155925,0.849065742148562,4.3483074788026785,-0.027493818363821566,-0.005316550677063381,0.003976013839477988,0.019378278303952928,0.014897060621403174
potent_two_knot,huber,1.0,1.0,0.3917806964220056,0.8490554078347702,4.348312917131845,-0.027499256692987126,-0.005308330476617051,0.003965679525686161,0.019398055246288258,0.014791433867801483
potent_two_knot,huber,0.1,1.0,0.3917816349268834,0.8490538501958819,4.348313526914146,-0.027499866475289902,-0.005307391971739239,0.0039641218867978445,0.0194001595543292,0.014779630253215513
potent_two_knot,huber,0.01,1.0,0.3917817313463077,0.8490536157171544,4.348313588669634,-0.02749992823077768,-0.005307295552314906,0.00396388740807041,0.0194003713330033,0.014778436009120042
potent_two_knot,huber,0.001,1.0,0.39178174099791574,0.8490536048937585,4.348313594853073,-0.02749993441421644,-0.005307285900706893,0.003963876584674453,0.019400392524508175,0.01477831644428615
lowd_core,ridge,10.0,0.25,0.39219225860539003,0.8494172803006697,4.331339909480033,-0.010526249041175946,-0.004896768293232601,0.004327551991585632,0.0215039767558635,0.04788331164711006
lowd_core,ridge,1.0,0.25,0.3921955961782018,0.8494211872929518,4.331341401904236,-0.010527741465378852,-0.0048934307204208105,0.004331458983867775,0.021577406708372368,0.04804670035745763
lowd_core,ridge,0.1,0.25,0.3921964414991277,0.8494196976385197,4.33134152326358,-0.010527862824723667,-0.004892585399494942,0.0043299693294356345,0.02158541834272346,0.048061577087837294
lowd_core,ridge,0.01,0.25,0.3921965330481989,0.8494185900161431,4.3313415349449365,-0.010527874506079239,-0.004892493850423729,0.00432886170705904,0.02158622590499311,0.04806303671390775
lowd_core,ridge,0.001,0.25,0.3921965422758799,0.8494188046237919,4.331341536108258,-0.010527875669401858,-0.004892484622742721,0.004329076314707914,0.021586306722509354,0.04806318238442387
potent_only,ridge,10.0,0.75,0.3922898283730744,0.8490345356766066,4.324603227610541,-0.0037895671716838965,-0.004799198525548221,0.0039448073675225626,0.03152487758429439,0.030139021919661058
potent_only,ridge,1.0,0.75,0.39229464260786634,0.8490390104743899,4.324604372511069,-0.0037907120722113466,-0.004794384290756293,0.0039492821653058785,0.03158489435856277,0.030170957854500913
potent_only,ridge,0.1,0.75,0.39229512547561984,0.8490390062465009,4.32460448734488,-0.00379082690602315,-0.004793901423002789,0.00394927793741684,0.031590913979054204,0.030174160996647124
potent_only,ridge,0.01,0.75,0.3922951737768818,0.8490390062465009,4.324604498831708,-0.003790838392852228,-0.004793853121740854,0.00394927793741684,0.03159151612107532,0.030174481406636474
